#OK
#SQL= select bdmId, x, y, z
#	from MDR1..BDMW 
#	where snapnum = 85 
#	and Vcir > 1000.0
#	
#MAXROWS UNLIMITED
#QUERYTIMEOUT 2400 sec
#DATE 2013-06-25 12:19:29.891 CEST
#QUERYTIME 182524 millisec
#COLUMN 1 name=bdmId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 3 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
bdmId,x,y,z
8504322629,213.4073,647.3171,373.6326
8504325663,227.1377,642.0005,371.0737
8504326859,227.5787,611.0725,369.6649
8504327132,219.1228,644.0209,374.3748
8504327837,230.4863,687.0162,380.0469
8504329761,207.1667,649.6445,373.7151
8504331477,311.6748,764.4102,374.9101
8504336467,213.6456,689.2899,389.8186
8504339182,221.4535,651.6219,387.2028
8504340294,233.8069,639.0428,396.2048
8504340744,352.0328,774.6083,388.8547
8504342115,329.7634,611.3207,398.5121
8504345625,411.3484,689.2424,203.2925
8504348226,512.8943,712.4507,212.8401
8504350787,415.6092,721.6483,206.6435
8504351542,417.4799,614.7014,223.0937
8504352336,449.9871,672.2661,226.6268
8504356905,595.5035,706.2732,232.2381
8504359296,415.0995,660.4387,237.8853
8504359499,519.1335,702.9771,225.7113
8504363217,455.4681,691.2416,246.3304
8504368894,455.431,687.5752,248.0713
8504369839,493.8635,759.5881,243.5395
8504373933,515.9536,699.6027,259.5896
8504384699,513.9429,786.8113,284.2228
8504392102,440.869,679.3026,298.5027
8504393037,511.9425,786.5697,290.7745
8504398265,570.1573,619.7133,311.6514
8504398994,425.5266,724.5817,315.7188
8504411852,544.3728,798.7455,332.6866
8504412472,445.4933,737.1406,342.002
8504414796,517.0215,792.8148,341.1674
8504414883,435.5361,767.7153,339.61
8504418970,482.6762,694.6362,351.2252
8504419954,533.2422,603.6922,339.215
8504422233,553.5569,645.8121,345.9737
8504426552,465.6107,798.4567,352.1024
8504431342,573.0277,735.5674,368.059
8504437968,500.1334,693.1869,377.1257
8504448700,581.6655,720.991,399.6567
8504450940,728.7518,700.2676,202.4191
8504452842,691.0602,753.6201,206.538
8504462020,635.5273,644.6577,227.6759
8504469281,662.1047,708.3385,246.6088
8504474941,744.5021,643.0688,263.2479
8504480320,602.2562,715.7321,275.3141
8504488095,732.9708,635.3432,272.2638
8504489709,614.8618,712.1879,283.3945
8504492445,675.7785,725.2281,286.0882
8504492520,797.9241,617.9224,290.7924
8504499152,738.7913,790.4485,300.4038
8504502660,722.9401,766.8787,308.621
8504506984,754.4468,646.686,315.3672
8504506993,776.8699,661.6093,308.5529
8504508265,739.7691,750.7614,319.1175
8504514546,787.9385,618.975,318.7973
8504520028,734.1498,756.7958,345.4113
8504520499,779.2076,697.685,334.0822
8504527672,766.6899,647.9579,340.7429
8504530295,646.123,672.9907,357.5349
8500398765,766.4956,40.1375,144.8246
8500399290,693.3309,110.8579,148.6699
8500399813,725.1371,146.2323,149.8178
8500402299,673.0012,67.7115,149.2897
8500403732,677.9548,101.975,148.5672
8500416348,699.3337,153.8249,184.113
8500416788,652.3867,113.5287,181.6885
8500435913,886.5345,122.3804,31.6028
8500439309,920.3084,145.23,34.5422
8500441734,879.8893,110.4696,33.1435
8500442500,929.5881,143.2571,38.5429
8500444243,926.8325,143.832,37.7136
8500450604,993.0075,100.485,62.3563
8500454190,944.1658,195.2793,56.648
8500456400,994.2749,102.3909,62.1068
8500461007,878.9581,162.7686,64.821
8500469101,920.4809,124.6066,83.5287
8500472484,907.5488,144.7376,84.3348
8500473173,826.6202,131.9799,88.4737
8500473904,856.2692,146.8562,87.7735
8500475365,890.1735,142.2102,86.9241
8500478598,999.1682,152.9718,97.538
8500484973,975.8999,31.5064,126.6372
8500485268,979.5098,50.4298,124.238
8500498358,813.8161,143.0977,140.8584
8500505175,904.8553,142.0808,159.2407
8500506543,927.1456,38.8045,160.4071
8500515151,942.7207,34.7865,166.3887
8500517527,920.5757,78.7729,183.6139
8500519260,827.5327,14.3149,183.3948
8500520274,831.4489,21.221,187.1154
8500521665,916.7697,122.9966,174.6666
8500525329,963.3447,10.3222,191.3912
8500536519,122.2838,285.2359,8.6719
8500540908,117.5541,218.0069,31.7141
8500541986,52.1157,271.8093,23.4474
8500543783,97.1606,224.8644,29.2635
8500546451,150.7933,208.0416,25.0633
8500554475,81.3627,300.3469,53.3978
8500556347,60.2679,306.8067,44.0502
8500561510,102.5543,366.1047,59.298
8500566745,35.8126,321.3842,76.9527
8500567996,68.1362,230.7261,84.4965
8500576951,71.0643,223.7805,94.1861
8500578136,154.3593,379.6197,101.1063
8500587773,92.8244,360.9212,117.7016
8500595738,188.9473,204.879,142.5687
8500603379,4.5699,267.6053,144.6974
8500603737,8.1985,262.8285,144.1069
8500604616,103.7164,230.2821,140.6528
8500605384,156.5645,312.8344,152.3251
8500605426,100.6746,370.2063,138.258
8500606211,135.5851,286.2474,156.1221
8500607050,165.3049,381.3517,151.0284
8500610411,171.6591,385.3166,152.3673
8500612735,6.0644,399.7731,175.2966
8500620016,41.6194,239.4287,158.6906
8500628150,162.9257,256.8499,180.8969
8500630178,135.4389,287.247,192.3182
8500630753,178.4845,359.5836,193.1817
8500634105,39.5591,232.2664,6.2399
8500635310,395.4901,374.6707,2.8748
8500635856,394.7234,377.5768,3.5796
8500638949,254.7821,202.4016,14.5361
8500641055,388.4333,369.1537,6.1816
8500652025,228.6828,370.6526,32.2142
8500658701,376.8517,238.6561,57.5757
8500663198,380.5792,268.9762,60.7917
8500665946,346.4118,277.1308,73.9703
8500683252,350.5247,289.4089,102.8716
8500684333,279.6174,212.0791,109.0964
8500686301,261.109,390.2921,121.5837
8500687180,268.32,211.6081,117.3458
8500690875,263.9233,391.3583,119.8293
8500693598,394.2308,310.8748,120.5875
8500704528,257.8942,217.6946,151.4652
8500706461,261.8752,384.446,150.392
8500709152,224.0316,392.5257,161.0865
8500712611,341.9386,318.0019,170.4117
8500712876,365.2625,230.8348,169.9597
8500721644,321.9292,390.1826,182.3026
8500730707,332.4172,274.839,194.5879
8500732325,319.6821,320.0912,197.684
8500733256,393.8988,344.5363,0.2367
8500736385,418.0166,393.4758,2.8678
8500738589,427.5705,360.6055,6.8952
8500743511,489.1478,338.0422,11.2839
8500744486,527.5272,293.7017,26.8327
8500745366,401.6459,377.7471,14.5494
8500746478,594.9491,209.0318,26.5287
8500747543,532.8275,306.1321,28.8138
8500754048,450.795,271.7724,43.5257
8500754414,444.1322,381.6674,30.8168
8500756003,556.1783,203.284,49.8844
8500757298,429.035,280.5192,48.533
8500760325,590.0561,362.302,43.4232
8500765668,530.1896,392.5779,60.942
8500769085,497.6314,255.1979,61.197
8500769480,505.7999,240.5626,63.9362
8500771552,424.9245,386.9435,56.9562
8500775325,585.0915,364.0262,68.0542
8500776696,427.5214,237.3192,76.2865
8500777367,536.0836,368.7977,73.2639
8500779748,435.119,215.6388,82.3524
8500780136,433.0626,231.9549,84.9641
8500787318,546.5214,292.6256,92.0311
8500790178,541.0259,220.8189,105.6659
8500791974,596.4211,381.1312,97.1303
8500793837,517.7152,385.2006,97.3041
8500804855,541.9266,282.5543,120.0935
8500808014,550.1273,304.2614,122.4941
8500810138,546.0397,271.7829,123.81
8500811075,435.6349,369.2387,133.2076
8500811900,543.4622,265.5107,126.0539
8500812587,515.2656,233.293,136.1562
8500813510,544.5234,269.3106,124.0572
8500819036,475.3806,246.9704,143.2001
8500821016,526.8126,310.6437,154.9516
8500822784,471.485,269.5381,152.1456
8503864722,496.0512,474.6779,291.1631
8503869807,447.0042,586.8981,284.1284
8503870840,510.2535,482.4974,298.5224
8503872755,505.9328,564.8037,288.033
8503873546,488.4865,465.1725,301.1725
8503874219,515.3741,474.8534,301.8891
8503874382,488.9862,485.0868,304.2247
8503883685,541.3553,476.798,324.0531
8503888107,531.242,598.4038,327.995
8503889943,518.4985,578.4875,325.9491
8503896404,405.9308,574.9835,342.5287
8503901721,411.2088,534.9235,358.8182
8503901960,407.7705,542.0914,363.7565
8503911230,487.3218,533.6006,370.3619
8503917158,480.7656,539.2116,378.8127
8503922212,432.172,547.5103,397.653
8503922972,403.9279,508.9067,399.8123
8503941382,778.2992,569.3563,254.3976
8503943789,665.4481,533.831,257.1842
8503951808,784.6013,437.3983,274.9428
8503956124,788.4759,577.1233,277.7592
8503958036,735.6356,589.9379,280.139
8503972367,793.4743,518.6143,311.566
8503973035,741.6376,514.8602,308.06
8503974994,696.1318,501.1854,321.3084
8503976762,742.9301,467.0397,311.5991
8503982736,700.9797,406.268,326.215
8503984314,798.3784,509.657,329.1548
8503990849,714.0001,549.0659,344.3936
8503992881,708.1484,424.2043,346.3643
8503993031,705.588,554.1677,345.6598
8503993664,627.174,499.272,353.4055
8503995055,615.1888,487.4514,359.8434
8504003175,745.5696,407.8367,362.7978
8504006722,644.3874,440.5251,383.6043
8504014716,626.1053,419.0121,396.3679
8504018494,738.3388,484.7953,398.835
8504020167,916.803,435.5766,200.8626
8504021435,884.0555,550.2344,212.3009
8504023979,936.976,529.6105,204.1057
8504029253,966.1731,456.455,210.805
8504029270,944.1129,471.434,214.588
8504033008,944.5079,474.3922,219.3488
8504039837,927.4161,568.8442,236.1737
8504039876,854.8975,502.5119,238.3816
8504041073,819.3239,568.2603,244.215
8504045909,860.1578,535.1382,253.0081
8504047183,815.456,568.0922,249.9924
8504056208,856.5714,514.0248,260.6999
8504059485,899.8242,522.1409,266.1707
8504061606,882.561,534.5952,276.5959
8504061995,896.0057,529.4937,276.6281
8504069337,881.4445,432.5451,296.1959
8504069464,943.034,430.4577,292.6133
8504073198,875.1589,412.8968,305.4526
8504074227,911.1057,519.8957,293.2934
8504074520,838.4913,542.1723,302.808
8504074890,992.7607,552.7642,310.8497
8504077564,909.1031,507.6942,298.0329
8504079176,806.7925,417.1275,309.6091
8504080907,860.0302,525.5397,313.7279
8504081052,859.7198,529.6923,313.1728
8504087123,812.6488,515.1713,326.1606
8504089652,985.1132,566.8605,333.5385
8504092718,995.6525,578.4103,342.4765
8504096839,818.3292,560.5086,331.7601
8502130828,182.6945,872.6306,97.4047
8502137175,20.8307,820.7532,110.2031
8502143582,21.7746,980.7057,114.8207
8502147392,120.8985,818.8976,134.8055
8502150868,67.364,884.1362,135.0272
8502153918,175.745,900.9035,135.7368
8502155219,39.2882,922.3441,153.1401
8502160031,113.3604,832.7964,157.2454
8502160103,144.4803,896.1321,146.0287
8502164522,14.7633,957.1869,169.7467
8502177546,132.6899,873.5544,188.3081
8502178963,6.8744,956.8232,192.9747
8502181568,84.8031,843.0377,1.0208
8502187941,369.0719,869.0725,6.9797
8502193381,234.7199,890.5848,16.4031
8502203336,264.0112,836.2637,35.9337
8502205810,207.0127,870.9548,42.6071
8502206500,359.8466,848.8856,53.4469
8502219940,391.7792,812.6312,84.3249
8502221620,397.8924,817.2427,82.0577
8502224566,344.6168,852.0106,88.9419
8502225729,244.6833,801.099,96.6684
8502229139,336.4387,864.456,97.0295
8502229324,345.4215,858.1686,93.7366
8502235881,246.7218,949.2443,120.0498
8502236277,203.3842,881.426,109.6257
8502243376,391.5802,826.212,131.8899
8502244076,271.5583,803.7634,142.9078
8502250752,245.4142,840.1229,145.3461
8502252715,283.1481,807.2997,146.6846
8502252926,352.2939,981.67,140.1841
8502256695,286.0728,864.4399,152.8263
8502258762,380.4175,903.5374,162.6189
8502265009,364.1406,853.061,170.8946
8502274549,379.6389,985.9128,195.6165
8502276053,310.6677,804.8342,181.1528
8502280116,382.8066,856.2568,196.7461
8502283637,467.8433,985.3859,12.0338
8502284859,448.7404,993.8491,9.9109
8502288896,417.0703,819.5111,16.3735
8502297153,543.9129,906.3834,37.8413
8502299786,567.1393,833.2134,44.1058
8502299993,589.0552,800.6902,43.4337
8502300146,586.757,926.7803,45.1792
8502303151,536.2397,906.061,47.6556
8502304521,462.2408,983.8618,43.5312
8502309407,544.1843,926.4508,56.3954
8502310642,520.7492,964.8742,63.887
8502316435,400.6427,910.3644,72.1493
8502321621,501.6731,933.4491,90.5695
8502323028,502.4183,930.6473,90.3894
8502337793,508.9817,991.2552,113.0755
8502346604,435.4302,984.9758,136.255
8502351166,589.0975,909.2156,133.1415
8502357777,542.416,846.6277,150.2497
8502364437,401.8001,887.4765,170.8653
8502365312,419.5529,971.0045,159.3081
8502370893,408.3255,871.4668,180.2062
8502384688,464.9178,963.2532,5.08
8502389078,762.8839,906.8359,7.8568
8502395763,738.4273,899.3295,19.6247
8502397924,651.3711,994.7319,27.9026
8502403491,634.1859,936.2488,44.4677
8502409665,733.5676,915.1216,49.7928
8502413240,718.0721,935.2296,56.449
8502413462,616.4297,916.7381,59.941
8502413799,675.2637,961.4263,60.9286
8502414747,637.5216,924.2654,59.3991
8502417315,772.7131,932.2713,64.8864
8502421492,674.852,957.8577,71.5753
8502422977,712.9745,952.421,66.4159
8502424530,785.2191,884.8711,79.2118
8502424775,638.8291,886.4916,81.382
8502427336,676.8609,942.5381,82.105
8502431058,777.3002,969.2667,86.3581
8502435271,791.3074,939.9784,97.7998
8502443195,692.6165,988.1046,108.2488
8502449962,747.892,989.3733,125.8747
8502451339,766.2827,810.473,131.9865
8502452156,770.2457,813.0792,131.2425
8502454435,659.773,807.163,136.4016
8502456069,699.4592,995.2453,128.1226
8502460910,715.5455,989.3237,135.2531
8502463094,741.3752,860.3447,148.2884
8502480955,766.0367,864.9204,185.7782
8502481321,737.9377,933.6064,173.6262
8502483112,674.25,800.8981,191.2318
8502483882,721.0926,859.0601,188.2446
8502491682,820.9858,989.8941,8.349
8502496333,821.7948,949.5552,18.8824
8502498591,830.0848,941.3217,16.5771
8502501773,887.9643,985.6301,20.9137
