#OK
#SQL= select bdmId, x, y, z
#	from MDR1..BDMW 
#	where snapnum = 85 
#	and Vcir > 1000.0
#	
#MAXROWS UNLIMITED
#QUERYTIMEOUT 2400 sec
#DATE 2013-06-25 12:19:29.891 CEST
#QUERYTIME 182524 millisec
#COLUMN 1 name=bdmId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 3 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
bdmId,x,y,z
8502508761,883.3185,860.7231,34.9761
8502509108,834.3962,930.6666,23.5037
8502511863,995.0839,811.5397,40.5085
8502513194,883.7797,907.6458,34.7793
8502527502,833.7365,869.2228,75.5702
8502539318,804.0911,872.516,103.4355
8502541095,801.6837,943.5793,94.8511
8502542181,808.4474,860.8395,107.8912
8502546782,828.0195,963.9999,113.3445
8502553928,965.8299,898.3535,124.8144
8502555549,854.0438,961.4545,133.5966
8502555931,863.7037,896.182,134.2823
8504736869,13.123,860.1348,342.4528
8504738156,199.39,845.6495,338.2675
8504747434,189.9659,885.3709,359.4473
8504752405,196.2157,821.7101,375.4949
8504753139,190.7823,801.8792,375.1038
8504753876,147.0696,811.0386,388.5707
8504759341,59.3337,875.514,385.091
8504763642,147.6601,810.1707,391.7634
8504776907,393.4984,983.2968,219.0731
8504780943,262.8393,930.5827,233.5536
8504784428,379.653,870.736,232.0255
8504788646,385.11,977.64,231.585
8504788938,328.5231,939.1456,248.8398
8504794777,311.5904,943.2302,246.8101
8504797260,266.1174,902.49,251.8755
8504799461,254.4102,826.6154,268.625
8504801385,340.5966,910.2717,265.5368
8504806512,280.0392,829.3558,273.9238
8504820402,377.9413,839.2282,300.3147
8504820985,330.7156,945.7938,301.6815
8504824926,200.281,861.3748,317.3994
8504828773,287.9921,806.9304,310.0533
8504829540,392.0233,872.3667,313.0532
8504829645,339.7505,957.907,313.3356
8504831439,202.1282,807.221,319.0491
8504834655,282.7682,932.8297,324.5265
8504835133,354.0422,958.6379,326.3961
8504836905,257.5183,850.5991,325.8094
8504845397,235.9186,903.565,353.8718
8504847460,355.833,958.9649,351.1421
8504852211,257.5486,821.0828,362.6644
8504858888,363.5897,981.5858,371.7302
8504863467,252.6534,998.9905,385.5419
8504867409,391.6777,975.9896,394.1617
8504873962,431.6717,968.9701,207.2324
8504883546,471.226,867.1689,230.1371
8504886575,466.0872,856.0869,235.3982
8504892646,557.761,862.3372,252.1591
8504893866,543.4843,884.7449,252.1727
8504900593,549.7689,858.861,271.7228
8504904351,426.698,865.4299,271.639
8504906726,420.841,871.3012,274.4295
8504917851,431.5688,921.0855,299.2161
8504918007,461.909,864.1349,300.2942
8504921319,553.3651,852.6972,305.572
8504933567,517.8431,851.6577,323.577
8504934954,510.9123,859.9293,332.1366
8504937362,474.6064,875.7656,328.8204
8504939155,588.8389,802.1787,334.9552
8504948195,512.5641,839.0814,356.379
8504956749,575.9973,882.4534,387.8357
8504963635,539.2949,836.0453,390.0399
8504964200,514.5935,954.7022,390.222
8504968916,750.6909,812.6016,211.1949
8504969610,724.3741,857.4922,208.5409
8504971380,663.2794,859.7034,212.8219
8504973741,638.4504,976.924,216.39
8504973775,786.0734,999.5894,215.1539
8504974347,792.554,845.8026,213.5579
8504977298,707.0406,845.007,211.9159
8504979253,618.471,956.4529,222.2981
8504983124,787.9357,997.6056,215.3098
8504986945,654.4486,886.6508,249.3679
8504987559,638.6277,967.7551,232.3052
8504991561,670.7798,962.5461,255.0347
8504992656,688.4001,895.9702,256.868
8504998212,604.3831,869.338,268.8921
8504998415,752.7987,818.0516,255.0132
8505004180,698.6531,938.3127,280.3095
8505007117,617.3556,836.1534,278.7142
8505007455,781.7119,903.3452,267.3793
8505013888,786.2783,887.1268,279.1502
8505016277,671.2609,967.1957,297.7272
8505016442,673.7344,894.5757,297.7665
8505016769,699.3542,942.797,291.7131
8505019498,781.22,978.6593,296.4684
8505021847,668.5596,891.0826,302.0486
8505026019,627.8169,805.6267,317.0654
8505026451,713.7221,948.001,304.9088
8505028669,774.2213,981.7467,314.5325
8505029340,725.9138,931.9722,312.7751
8500829747,495.2114,350.0975,170.03
8500838712,543.9009,295.5999,181.4343
8500843324,482.4201,342.9615,185.0955
8500843849,455.831,229.2476,198.5055
8500845093,530.1601,267.6255,186.4123
8500849763,716.5081,220.2818,2.9088
8500868159,741.5296,255.2062,34.9492
8500869108,642.9247,275.3987,35.2543
8500872378,797.9991,352.6079,40.4096
8500872774,750.3535,238.2237,44.623
8500873554,750.5404,296.8873,46.6621
8500881975,657.1359,216.3268,69.9683
8500884562,657.3278,240.1668,74.5544
8500889766,741.9774,394.3688,82.5392
8500897113,765.1111,341.4832,96.1779
8500901947,753.6467,336.4312,98.3518
8500915255,637.1843,381.8213,123.2031
8500918262,653.2592,307.743,131.5198
8500925548,639.1901,264.3437,149.7129
8500927733,694.7845,323.8373,152.5245
8500928378,626.7264,373.9522,148.5858
8500928534,638.6391,364.0168,153.9358
8500929567,758.9718,399.0793,145.495
8500936601,712.4147,208.1021,183.2876
8500939555,723.2989,231.8518,183.6308
8500943123,750.7432,237.0721,196.499
8500943745,625.4133,398.1275,172.8169
8500953095,718.0277,353.4406,195.119
8500969184,990.4442,316.6073,25.7764
8500974813,977.9689,218.1345,52.2948
8500978055,965.4763,201.1351,51.577
8500980512,995.9454,203.8179,55.577
8500981799,867.2977,387.6918,53.2188
8500988072,829.9293,310.6751,64.4291
8500992470,875.2168,388.7957,72.0596
8500993022,974.845,235.9702,75.0142
8500995271,868.0298,398.9444,69.2442
8500996589,957.735,234.4741,86.6737
8501002610,824.2607,223.5885,95.6015
8501011046,894.2841,208.4875,112.4875
8501014622,899.1087,208.4807,113.5839
8501014687,901.7828,208.5158,114.5701
8501014841,923.3799,209.8189,117.1274
8501020665,911.8359,214.4209,126.5586
8501026291,868.8179,277.976,146.0244
8501029391,976.7722,355.4479,151.3679
8501031599,809.3615,257.9182,152.9759
8501032731,906.5996,213.7434,151.4883
8501035572,867.539,278.268,154.7934
8501039139,906.0561,212.8162,163.9674
8501039184,839.3002,247.2169,165.5429
8501040032,985.2078,367.8176,172.8231
8501041541,982.1053,365.5252,171.6517
8501043703,899.1385,385.6714,189.0007
8501045881,823.6979,251.6395,179.1177
8501048788,947.167,225.1473,181.947
8501055432,911.157,320.3617,193.5508
8501055886,901.9721,333.3388,199.5565
8501064109,4.6427,488.3267,17.56
8501065815,3.3464,567.8672,17.4557
8501067591,122.9327,433.4304,21.6465
8501069329,1.5867,572.8745,19.2406
8501069980,132.2291,426.8362,19.6985
8501071385,10.7815,537.1367,24.9644
8501072821,173.2906,434.032,21.0918
8501073362,117.5524,440.3509,24.4142
8501086706,136.9633,572.2058,58.0435
8501087249,18.1767,570.8046,51.664
8501088024,32.5919,474.0489,65.5453
8501094734,20.4441,469.0892,74.9291
8501097110,145.4656,406.9454,75.8649
8501099697,132.7859,549.1959,77.9286
8501103391,42.1823,449.0277,88.8046
8501117105,154.1359,515.8895,120.2236
8501117170,196.5235,575.8244,129.3535
8501121155,157.6875,523.2779,126.6572
8501123043,64.2835,503.3268,127.3342
8501127632,168.8973,588.1872,145.9742
8501128564,179.1235,485.9764,145.9128
8501129592,7.2814,527.2231,143.9552
8501130796,112.2832,559.8705,154.3337
8501130805,115.667,563.5289,150.1132
8501132992,88.0871,504.8369,144.5172
8501134575,132.2549,407.6312,155.1722
8501144511,126.2903,405.2049,166.1067
8501146046,13.0342,553.553,165.2465
8501160963,153.3699,550.4504,195.0289
8501163207,150.7097,549.8875,198.6861
8501165315,332.6811,545.796,21.5658
8501167495,300.1918,546.1313,14.0905
8501168036,289.2747,575.5803,13.9375
8501169065,347.0266,437.9152,11.3174
8501172961,333.0701,540.1839,24.8222
8501178684,201.8707,529.4031,36.1398
8501184185,315.1013,487.6929,49.7949
8501190556,214.1101,504.1095,65.7071
8501192162,213.4911,464.166,60.6006
8501192809,381.6053,411.2282,54.1557
8501196784,355.0176,576.3148,68.7443
8501200468,239.0293,562.0963,77.0285
8501201028,249.0939,585.3575,84.2758
8501222245,232.1419,567.4194,123.5657
8501225459,332.6456,587.8385,125.6869
8501230681,218.9673,554.1903,138.859
8501230753,324.3228,515.493,125.4539
8501231512,220.1654,560.5286,135.6068
8501231700,266.4188,405.4539,138.5279
8501233084,333.9515,570.3171,127.48
8501236013,268.0212,561.9234,138.1014
8501237333,227.0727,421.3617,146.0347
8501250621,224.9689,542.3724,168.6327
8505601748,972.8859,152.227,428.5611
8505602250,839.9325,149.2009,431.346
8505604134,981.5357,147.5879,430.9038
8505604430,979.9579,162.2765,424.8224
8505607089,903.1876,117.2163,429.9184
8505610355,838.2679,141.2856,441.8694
8505610866,993.4135,148.5715,443.345
8505613623,972.478,146.1978,448.5799
8505624123,896.8211,86.895,473.7226
8505629365,864.6868,44.0349,479.9488
8505632238,864.226,40.3073,479.6543
8505647802,850.2123,100.2078,524.3748
8505648586,871.511,118.8558,517.0499
8505652542,950.6548,148.7939,535.9307
8505652839,968.7401,197.9018,539.7409
8505653703,847.4862,55.1495,531.5503
8505661860,896.3812,113.7621,546.8596
8505672825,842.1889,27.407,562.9362
8505673782,854.2347,22.6836,567.0613
8505674830,933.5303,119.8337,570.1866
8505675129,838.6353,158.8156,571.7849
8505677147,827.2353,153.6273,573.8932
8505678967,817.3564,189.035,568.1735
8505683226,884.6718,62.1931,581.9741
8505683231,876.2723,66.0467,576.3949
8505686000,963.4765,147.2462,588.5447
8505686037,867.2004,174.0204,599.795
8505694746,191.2433,232.2196,415.4462
8505700854,127.5887,264.8302,422.0666
8505718430,87.5748,239.3047,456.8485
8505718742,22.1026,230.5677,460.1891
8505719787,126.6211,324.8658,449.0607
8505723268,163.539,283.7567,446.5651
8505735705,96.663,336.2878,482.5811
8505737877,81.0851,218.6286,491.6995
8505741123,88.4408,222.289,492.7451
8505760948,57.1666,236.1514,530.4649
8505771647,123.6133,357.4225,546.5207
8505773543,100.8439,239.3579,552.7759
8505775499,72.9126,275.9734,556.4693
8505776100,160.8016,282.2144,559.7974
8505780685,139.2094,343.7156,564.485
8505791415,91.571,376.2438,590.4216
8505791950,115.0223,312.0562,595.8637
8505795780,74.9944,372.7725,599.8254
8505801054,360.9399,373.0017,406.7987
8505803861,235.9759,376.0952,404.5903
8505807198,300.8661,341.6607,405.877
8505810006,203.6099,268.7697,421.5517
8505815239,383.2536,263.3323,430.2689
8505825685,311.0871,224.3106,449.8987
8505835077,283.6123,241.1889,474.7607
8505839333,215.6847,322.1704,466.5112
8505840485,303.822,238.453,483.3314
8505840588,300.2024,238.9708,482.1556
8505844063,263.7413,338.2917,490.086
8505846058,337.7009,227.2608,490.8904
8505849470,255.5867,262.1624,495.2991
8505849719,318.8384,287.7592,491.3931
8505850153,255.4883,334.6361,500.898
8505852308,234.2108,231.3642,505.5341
8505852383,302.1697,203.2157,503.1029
8505862307,393.3474,354.9746,526.2664
8505865019,263.8733,326.556,524.9165
8505867586,363.4948,262.0439,526.7178
8505877778,334.7141,306.4594,550.2207
8505878678,233.6984,332.1195,550.192
8505887817,337.3664,306.6141,566.9946
8505898367,282.5909,219.9405,590.9821
8505903626,592.3318,378.287,411.5221
8505909479,408.9588,296.9456,422.1218
8505914895,547.4359,274.6727,438.8083
8505917948,583.7161,295.7129,439.2863
8505923483,546.1221,243.9191,450.2911
8501260125,230.4663,543.4764,189.8408
8501269430,430.1385,504.2373,11.9257
8501272572,551.3158,491.0512,18.2747
8501277501,511.7096,585.226,34.5797
8501279020,482.6676,465.3004,24.1198
8501283275,494.0074,595.05,45.5822
8501302335,466.6728,519.161,86.8912
8501304768,587.6876,505.3867,84.4812
8501305115,404.2238,578.5055,92.0881
8501310372,472.3319,466.8149,97.9
8501310913,436.5913,537.959,96.0392
8501312824,430.1929,450.769,105.3192
8501313571,571.8812,502.8521,95.7473
8501316655,478.5734,518.2504,94.6371
8501321508,563.4035,486.2599,111.8704
8501322524,429.9051,526.9288,117.5715
8501328873,420.7555,569.3182,129.8351
8501337092,524.3243,540.5022,146.5609
8501342025,523.3372,471.4675,162.2673
8501357265,548.5338,416.7778,179.5821
8501371432,688.6483,542.2059,13.0925
8501375342,694.4542,439.4194,25.9836
8501377025,670.848,550.4693,25.7538
8501382055,632.8205,487.711,37.4905
8501382503,611.606,491.8831,35.3194
8501385693,749.7109,401.4591,50.0564
8501393988,626.0024,531.7947,54.8383
8501394670,661.7494,451.046,65.809
8501397730,767.7518,430.4124,64.3449
8501400391,646.0012,446.4971,67.6083
8501402546,741.4119,584.2499,73.4312
8501407468,701.3232,466.9843,77.2741
8501408503,742.7026,586.1177,74.7187
8501410065,768.394,487.0841,90.9452
8501410907,698.1884,499.3864,81.4997
8501411781,656.266,547.8662,85.1539
8501412369,676.5486,559.179,85.9512
8501414736,658.1477,560.3843,90.801
8501414767,654.039,574.8676,94.6399
8501434510,783.1736,490.523,138.2817
8501437875,703.226,419.4596,141.8994
8501442209,708.6713,524.5987,149.2015
8501446315,690.9949,469.3209,161.0969
8501451970,679.0903,462.5417,166.9471
8501456327,682.6495,458.4104,173.6086
8501456922,785.964,571.7686,182.5349
8501457237,669.8087,565.4927,176.5362
8501459224,663.4177,467.5486,173.0566
8501460830,657.1404,425.4756,178.3664
8501463836,691.2783,462.9877,182.8279
8501464401,683.824,453.1161,183.9378
8501471945,867.4212,563.5563,1.2503
8501474154,826.9544,553.2694,0.8236
8501474824,847.5001,531.4287,6.7267
8501475867,851.3632,503.9846,18.4458
8501480634,990.6791,562.5767,19.3455
8501484692,825.0063,538.3421,16.5356
8501490511,987.5346,499.8153,42.6153
8501499409,870.598,594.1002,55.4588
8501502949,865.8829,592.6934,61.8223
8501505433,998.8151,436.0817,76.4736
8501507205,995.2709,409.4879,68.6656
8501507444,815.6889,485.9287,66.2084
8501512112,886.804,530.7404,77.9221
8501514016,942.962,423.8973,80.1374
8501514681,931.0836,508.4451,89.6473
8501517783,932.426,436.955,91.5601
8501518462,958.1221,589.5895,91.1733
8501522873,951.4213,509.207,100.9502
8501539065,982.8169,410.7651,125.215
8501547459,986.454,553.4102,146.5599
8501549602,965.0117,524.7632,148.4487
8501554736,918.7988,458.2268,165.1585
8501559316,805.5881,591.6494,164.7638
8501561217,936.6584,454.1638,176.1553
8501562823,978.6841,527.6993,170.2114
8501566752,804.3345,460.4198,182.1948
8501567601,873.7272,450.0955,186.9005
8501569830,948.6834,456.1508,187.6856
8501572071,997.4408,407.1331,195.7246
8501572460,950.7701,457.112,192.8187
8501581533,2.5852,614.7981,22.9105
8501589952,95.9713,621.6291,36.6565
8501593646,157.7095,790.2283,30.1652
8501594451,115.6558,635.7492,42.2882
8501595658,82.4301,744.7997,47.1082
8501596750,55.1762,765.3224,47.3914
8501597493,101.8394,621.7595,42.3003
8501600888,96.7886,668.352,61.1547
8501601037,94.2631,659.373,53.7116
8501605389,44.9915,775.2043,57.9457
8501605579,39.9089,782.5455,61.2162
8501606839,181.5593,656.9344,66.6209
8501632932,111.9059,727.3987,123.6245
8501633377,12.9261,671.8606,124.2083
8501636660,109.3156,735.8636,128.9563
8501640332,147.9304,767.8185,143.2978
8501644231,113.3348,721.5855,145.0876
8501653751,107.6503,733.9105,166.0894
8501664049,186.26,781.1674,181.7781
8501664080,101.4733,750.6906,178.1094
8501668140,34.3952,722.4821,189.1487
8501669132,119.9548,744.8038,188.7027
8501670042,66.3227,718.2203,185.7266
8501670626,144.446,784.8043,194.1249
8501671887,43.1856,727.9072,1.1078
8501678225,247.8432,783.3472,9.7359
8501678785,218.2538,621.3159,18.7142
8503434554,643.7088,292.3997,262.7183
8503438457,766.2785,368.9153,272.2922
8503442002,682.69,289.7251,278.1321
8503442239,778.4463,347.0796,278.7157
8503449011,693.4025,206.1234,293.2312
8503455610,731.2783,214.216,308.1457
8503464263,600.0486,292.0274,319.7867
8503473426,716.4026,269.5109,329.7713
8503475416,697.6251,262.1525,336.9287
8503476614,720.1423,322.4575,335.5263
8503476707,767.4817,271.6839,349.0634
8503481195,773.4641,271.7755,350.7418
8503485351,781.1836,263.1743,349.7366
8503490991,773.0588,265.4727,356.6815
8503501083,602.5397,222.1492,394.3715
8503516506,950.8634,348.1909,223.6089
8503518195,860.4871,250.7059,223.5174
8503520123,868.0905,231.4765,222.0603
8503520489,972.024,228.6491,234.1712
8503521740,848.9056,263.7886,227.1865
8503523614,804.7045,220.7077,250.3204
8503525471,935.1576,305.9582,235.1666
8503536602,807.0842,223.9564,254.5065
8503544299,944.7778,382.0271,265.7873
8503545717,841.0746,384.5142,278.8286
8503546365,998.472,244.4004,280.875
8503549703,892.1194,238.3124,287.5905
8503555213,833.8227,323.2886,295.3014
8503558636,891.3658,241.29,290.2911
8503561811,808.754,244.8489,309.7807
8503564863,896.5562,259.3247,305.7998
8503570867,884.3229,232.0778,322.4794
8503578058,872.2473,388.5193,339.1783
8503579216,845.4069,364.9555,330.2314
8503581396,866.7648,350.5289,341.5241
8503584240,901.1179,370.0151,347.8493
8503593470,937.5511,322.6884,366.0998
8503597487,896.8583,332.7605,370.9799
8503599094,933.6441,356.1736,376.8033
8503602249,991.8147,303.1723,381.5866
8503611410,823.0246,266.6544,394.4641
8503613642,153.0078,504.1236,206.4655
8503619128,97.3207,416.869,214.0091
8503622867,77.5827,577.9909,218.938
8503627464,17.0299,413.3756,227.2949
8503630866,39.4169,460.0044,231.2203
8503631543,143.9304,472.452,237.0184
8503633995,35.3916,460.0069,233.1851
8503634494,75.204,413.3145,237.5076
8503636736,29.9318,418.4091,237.4229
8503646137,141.8325,435.6444,264.4441
8503653888,126.8601,560.4645,276.0779
8503660120,92.9468,555.1843,282.8776
8503662984,191.2393,557.9911,286.9464
8503665235,65.3881,417.7126,295.2203
8503665664,124.3899,475.5667,301.4167
8503668904,20.8436,534.278,301.6149
8503670538,123.1574,415.952,308.0115
8503671558,38.8113,406.7249,298.8977
8503674189,169.5773,442.9921,321.9493
8503696188,57.8264,526.6517,357.0031
8503696840,47.685,564.5409,358.7746
8503697418,195.7053,551.1041,361.9226
8503701165,141.7405,491.3541,363.5728
8503703742,133.2681,478.1057,370.8326
8503705861,174.7063,587.6275,377.7201
8503706939,168.0423,460.6085,372.209
8503718989,264.1969,508.9642,200.4688
8503721205,356.9401,587.1347,200.6579
8503735806,203.6439,448.2557,234.5549
8503738045,265.695,524.2424,239.1397
8503741606,227.7855,463.624,242.5825
8503742254,387.1762,476.7684,254.1712
8503754319,218.3288,497.2798,266.5892
8503761005,269.5662,526.0106,286.2973
8503761468,270.186,522.1883,280.6014
8503763532,265.429,525.2618,287.7267
8502564614,885.2342,935.4017,143.6285
8502585633,874.5309,899.5197,198.8252
8502588470,914.9491,893.4641,198.0541
8502591227,181.7692,85.8968,213.7293
8502592493,158.5737,2.6682,206.8328
8502601037,176.3642,93.9144,221.4071
8502618469,77.5071,42.9699,260.3564
8502620304,85.3416,8.5692,265.7043
8502621974,119.5412,19.6898,267.5137
8502631382,0.967,109.1432,292.3612
8502634385,177.3472,181.4226,297.5387
8502634743,180.1066,89.7282,300.904
8502638796,35.6582,196.7069,298.9922
8502644413,196.6715,109.4506,305.0424
8502658780,67.7792,180.8848,337.4545
8502659813,87.4518,36.0128,348.0161
8502660134,94.3941,77.0901,347.3721
8502661416,90.8078,49.1085,347.9115
8502664003,175.1165,50.3077,351.9929
8502677466,170.3878,147.9784,385.7282
8502678030,60.3483,146.5078,381.6184
8502682457,54.4553,143.4417,383.2862
8502683812,179.4299,160.7777,391.4871
8502683998,166.2328,117.7028,399.019
8502691138,340.6595,185.6732,206.6304
8502693882,238.2228,18.5785,207.9137
8502708396,396.2361,77.8932,238.7084
8502711762,204.2158,199.9698,253.7399
8502713516,212.6959,178.7463,257.3798
8502726273,324.6945,160.7543,281.0132
8502728384,346.5407,155.9445,276.4253
8502729810,368.4761,139.748,281.1113
8502730718,331.2516,88.8669,289.0031
8502731038,312.8526,146.9797,293.6382
8502738161,265.4383,55.2385,289.2657
8502740304,214.2433,175.4393,310.273
8502743843,219.5334,187.198,307.9041
8502747373,265.6569,0.3214,305.3299
8502748611,203.3339,149.3572,313.9741
8502750437,344.0538,188.7311,326.5838
8502750923,333.4158,151.0578,316.508
8502753868,240.5898,167.685,320.1971
8502755011,334.5639,198.1813,336.2918
8502757654,262.2744,192.965,325.076
8502764562,330.583,194.1802,350.8203
8502766560,285.9153,190.5627,340.419
8502768288,304.2554,194.2556,354.9106
8502775426,283.9087,131.1713,367.6451
8502776490,324.9313,162.0152,370.5273
8502779346,325.9037,198.4376,371.3015
8502779657,228.5716,57.0608,384.1873
8502781344,343.6683,16.0289,391.4022
8502783045,397.8617,175.6151,380.4102
8502783755,327.241,186.5051,377.8829
8502785682,390.7189,131.0329,382.1714
8502788907,353.0382,142.9377,394.3715
8502792984,568.58,106.2963,201.6702
8502804027,443.1769,33.2029,220.9982
8502806952,559.5164,29.9344,219.9808
8502808348,466.8881,77.5602,232.9472
8502810306,593.5649,78.3396,235.9574
8502811051,511.4242,68.0662,242.4385
8502811097,429.8089,109.59,233.5249
8502812055,463.889,121.1358,240.7803
8502812458,477.5039,65.5129,238.5849
8502817037,463.3066,59.2015,238.7598
8502817210,475.9202,13.6008,248.459
8502835303,595.3113,34.596,299.0288
8502837821,592.4905,33.7591,300.1924
8502839577,594.3576,107.8688,295.1965
8502844215,591.1704,33.8987,299.6231
8502845374,592.9302,107.5902,297.7466
8502846659,411.8673,53.3992,305.6409
8502847707,554.5663,120.4162,306.1438
8502848062,497.9369,6.0935,300.4032
8502848658,522.2373,106.558,306.5271
8502866200,425.2343,196.1784,348.9956
8502874132,417.351,174.0671,369.5654
8502876322,591.4498,177.4469,372.1822
8502884499,544.8994,19.0225,391.0925
8502891564,552.8686,56.4514,398.8685
8502898380,705.6464,188.446,212.4355
8502903225,659.3574,63.8026,214.8748
8502904573,732.9985,116.5852,225.4722
8502906305,635.9258,38.7198,221.2871
8502913971,746.2627,69.3036,239.3609
8502915701,679.8962,94.291,243.7722
8502944220,737.7418,80.427,301.397
8502946672,675.3825,134.9684,297.0499
8502947238,643.1929,21.1503,307.1374
8502948171,736.0181,168.6506,311.2385
8502950037,642.1716,111.5574,306.6536
8502950155,644.0338,16.3499,311.1796
8502951353,797.0748,108.4972,312.4086
8502956080,719.0587,76.6711,317.5606
8502956723,737.0428,165.6518,315.6835
8502957967,633.0906,140.2246,323.4921
8502959330,605.0883,4.1011,319.0519
8502963700,739.6481,163.2291,320.054
8502964971,646.6248,9.6255,316.4908
8502969140,644.4579,72.6843,345.6644
8502971373,621.3104,97.7886,348.2364
8502979063,643.8232,80.8165,362.9535
8502985889,620.3715,52.8307,372.2295
8506035991,689.1752,293.7261,449.1558
8506036211,724.0292,227.9642,440.317
8506038025,787.7177,350.4312,448.3401
8506038396,663.1894,333.7181,455.1129
8506039527,716.2922,221.3429,448.8279
8506040858,689.1605,291.4621,452.3921
8506049249,651.5123,241.8746,478.2584
8506051488,741.8183,295.785,478.7623
8506061974,718.526,232.4795,479.2788
8506070599,608.6616,387.5587,509.2871
8506075316,618.5444,385.8054,510.5087
8506077682,608.6258,211.0128,519.0879
8506078022,791.3508,200.637,524.6867
8506082704,788.668,348.402,533.6179
8506089807,680.9155,300.118,547.0431
8506091037,778.2177,360.5875,549.2994
8506096238,618.2493,205.4322,557.5219
8506098808,685.7213,283.2517,552.4027
8506099392,613.6763,234.5273,554.0225
8506104556,632.4552,297.1415,565.5425
8506117189,600.8955,224.3322,589.9926
8506117504,893.8796,244.4823,404.1435
8506120622,809.2212,344.4739,403.3672
8506126516,931.4039,318.4199,415.8966
8506129649,935.7363,325.4912,414.0697
8506140419,887.0037,216.8613,446.6602
8506140625,896.2193,240.324,439.7111
8506144300,818.1396,372.4283,455.3172
8506144477,927.9257,349.9579,440.0263
8506172974,926.3008,221.3164,519.1828
8506175666,810.5861,210.1912,515.2651
8506175952,806.6881,219.1207,521.2955
8506176294,900.9753,203.7898,534.7244
8506180106,869.2473,361.1393,523.5341
8506181448,869.5754,271.6211,531.1349
8506187988,963.2869,210.1474,551.7566
8506187993,892.5772,213.4648,543.6147
8506190411,819.2659,225.4588,540.9824
8506194904,902.9186,352.1482,554.941
8506197199,986.5702,206.8632,574.1473
8506198228,924.8701,314.3796,556.9612
8506199756,970.9117,209.7121,571.3519
8506201622,858.0747,385.4226,581.0131
8506203146,850.2808,248.8953,571.3616
8506205404,815.3212,392.3926,582.281
8506211690,806.7336,392.4889,589.2165
8506217973,108.0588,504.66,404.4218
8506219814,27.9919,483.8062,417.6133
8506224477,65.8662,475.4179,417.4816
8506226353,102.4778,536.5487,407.6268
8506229287,127.6774,528.804,427.6628
8506253517,118.1241,567.8898,482.3338
8506259295,45.2609,522.6152,493.4558
8506270998,109.4801,555.584,525.1436
8506276393,98.87,539.6975,534.7413
8506278475,166.8004,550.2553,531.3398
8506280732,14.6824,595.4996,544.2182
8506280778,136.3179,532.6771,539.3158
8506281345,154.7656,541.597,533.9246
8506292119,24.6712,559.1785,566.9557
8506295229,131.0626,538.0471,562.0789
8506302646,3.6037,484.5782,587.2346
8506302865,76.0782,467.3008,593.3602
8506303540,134.0272,491.4342,591.8464
8506307219,104.3248,455.8509,597.8602
8506308035,224.3069,434.5912,400.1087
8506312899,221.4665,438.7604,412.5226
8506312936,357.7998,484.6269,409.2513
8506314021,316.3523,593.9916,415.8351
8506317092,270.5109,555.9658,414.8966
8506330032,275.7615,408.5489,455.8584
8506341463,294.3444,418.2569,480.8945
8506343027,387.8779,518.7243,480.1569
8506344102,264.3935,458.3563,473.7064
8506347258,234.8383,405.1153,481.7424
8506350077,261.4395,493.6418,500.6291
8506353476,299.4332,453.1266,502.9893
8506355661,386.2752,556.8499,506.6861
8506359109,377.79,471.6183,511.4267
8506360593,377.9115,401.6682,513.1238
8506362998,373.0114,407.0941,515.7312
8502999860,851.0755,29.1675,208.6539
8503002572,945.0441,55.9068,219.7831
8503005136,863.897,196.5631,214.4967
8503005178,841.3382,31.2898,211.5619
8503010094,905.4292,125.5951,220.9002
8503025189,848.0406,103.3522,259.2196
8503029041,853.1769,66.5216,265.3049
8503037104,983.2211,60.7294,283.1976
8503038035,989.8088,194.5019,286.7351
8503044203,800.6235,54.9579,296.7285
8503044291,892.9813,131.6713,295.1278
8503054124,878.8784,18.0975,318.6774
8503059133,969.2333,185.2839,321.7722
8503065177,847.2353,146.724,332.4095
8503065557,803.702,63.5507,335.2597
8503067962,810.4015,41.3649,346.0594
8503075185,834.7326,20.3496,358.7064
8503075893,827.679,185.2236,355.879
8503076287,842.7225,94.9604,354.1066
8503077495,936.9969,80.5503,351.6616
8503077652,809.6154,195.0182,357.8228
8503082610,825.4809,25.108,365.9752
8503086080,915.8406,173.1224,380.4521
8503094092,803.4323,5.7404,385.1226
8503094268,849.2563,144.1888,385.014
8503098160,923.8267,184.3462,399.3568
8503107772,57.0849,253.2293,211.2365
8503108302,29.0707,371.5369,211.2268
8503122018,66.1648,222.6419,248.2561
8503122301,45.4379,234.7183,249.3884
8503122321,62.348,214.3351,251.0293
8503131828,189.4082,262.8046,265.9
8503133998,51.5885,218.1548,271.048
8503146104,135.2885,358.7791,286.2127
8503148028,13.8558,235.7019,293.3918
8503150941,1.6796,210.9449,295.8549
8503154592,122.3802,300.1069,313.566
8503155843,86.8057,264.6337,314.5344
8503156575,122.7217,384.6791,312.7146
8503159826,152.8084,240.3097,330.476
8503164035,39.7904,325.5426,334.0272
8503165142,165.282,301.2988,338.8794
8503168882,167.478,230.3509,337.7071
8503171908,198.6972,240.6835,349.5359
8503172533,43.0986,324.0163,347.9333
8503175156,155.8684,299.8237,349.1572
