27.0791	194.5524	17.7199
155.8934	93.7344	22.7418
90.0652	53.1835	34.9824
19.5389	117.7745	48.7943
25.6214	121.5818	44.4593
108.747	0.8166	49.7333
88.085	38.8584	47.7973
136.7024	165.5838	76.7614
143.753	168.8497	78.1313
146.4624	176.3713	81.8317
137.4552	38.6405	97.2752
123.4436	79.2554	91.2925
0.4557	155.4977	101.1022
41.6236	95.7874	109.9855
83.0461	94.6067	114.9131
77.7966	89.4788	109.3581
34.264	0.2357	115.421
76.2346	102.9028	136.2641
187.843	172.739	163.5016
140.733	30.2113	165.6489
55.7918	140.2185	159.5744
121.9848	175.868	167.8674
16.0944	137.1032	161.6139
195.428	167.4178	167.4371
178.7341	181.8425	172.0871
35.9479	125.1478	163.9331
178.4125	181.3811	172.1533
57.1838	143.4915	165.1038
66.1117	81.0203	180.8753
68.1738	79.5464	183.5326
147.5464	120.9009	199.1736
117.8907	45.3089	8.2886
42.3074	147.5937	6.1366
322.4315	161.1782	11.3205
336.0152	78.0421	3.4009
284.1944	170.7334	8.8357
220.3943	172.8418	19.5358
229.0	141.8836	13.5085
237.6092	142.186	11.0967
386.5072	63.6515	22.6849
241.3217	66.5094	38.0044
234.1328	176.3087	28.7896
399.9143	164.0611	51.4041
203.6045	37.7698	52.8924
317.7964	112.1782	55.1313
206.0255	128.4101	63.3204
231.2172	67.7448	64.4214
387.7184	174.6977	63.1914
249.1173	45.5682	79.9434
368.4375	69.2147	69.8426
382.0888	184.2847	67.1295
393.0637	166.6212	61.5175
206.3506	148.8616	65.0624
232.026	144.687	76.045
267.4732	45.2531	96.3731
279.2777	146.916	109.818
254.0013	37.1549	106.1916
218.612	57.3891	107.9442
399.1012	94.6675	120.1868
214.1918	86.221	135.0359
297.4467	52.3162	130.4567
285.9659	196.8236	145.8869
261.2458	26.7639	147.5829
240.7816	70.8176	143.4238
272.9937	14.1609	171.8621
301.2714	169.8735	182.2705
341.7413	79.6307	194.0535
219.346	187.6811	182.7229
218.9143	53.8994	4.0882
486.5133	7.1849	7.1372
451.1663	63.0498	13.1837
545.1319	69.5979	3.6615
530.3749	178.9665	11.2049
409.2511	168.4832	16.2227
408.817	168.1374	16.0261
578.8766	174.1938	20.0696
451.5401	66.9021	28.1076
517.9801	26.2844	30.5735
483.6941	45.3969	35.8828
459.9037	191.1304	28.836
