#OK
#SQL= select * from MDR1..BDMW where snapnum = 85 and Vcir between 800.000000 and 1000.000000
#MAXROWS UNLIMITED
#QUERYTIMEOUT 2400 sec
#DATE 2013-06-26 10:36:28.592 CEST
#QUERYTIME 181362 millisec
#COLUMN 1 name=bdmId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=snapnum JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 3 name=NInCat JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 4 name=hostFlag JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 5 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=vx JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=vy JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 10 name=vz JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 11 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 12 name=Mvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 13 name=Mtot JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 14 name=Rvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 15 name=Vrms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 16 name=Vcir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 17 name=conc JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 18 name=Xoff JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 19 name=virialRatio JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 20 name=spin JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 21 name=Rrms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 22 name=axisratio_2_1 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 23 name=axisratio_3_1 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 24 name=axis1_x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 25 name=axis1_y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 26 name=axis1_z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 27 name=ix JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 28 name=iy JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 29 name=iz JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 30 name=phkey JDBC_TYPE=4 JDBC_TYPENAME=int
bdmId,snapnum,NInCat,hostFlag,x,y,z,vx,vy,vz,np,Mvir,Mtot,Rvir,Vrms,Vcir,conc,Xoff,virialRatio,spin,Rrms,axisratio_2_1,axisratio_3_1,axis1_x,axis1_y,axis1_z,ix,iy,iz,phkey
8504584982,85,4584982,-1,845.4683,780.6238,266.2186,257.8,216.26,375.62,15107,1.31000001E14,1.37000003E14,0.8378,978.1,864.1,4.691,0.124,0.4094,0.0809,0.4641,0.6192,0.396,0.263,0.2888,0.9206,865,799,272,362070606
8504585727,85,4585727,-1,926.9933,627.5634,253.252,159.97,-477.76,-194.97,12604,1.09299997E14,1.11900004E14,0.7813,879.8,811.7,4.438,0.0336,0.2547,0.0448,0.428,0.5787,0.4932,-0.0365,0.5959,0.8022,949,642,259,343970260
8504586397,85,4586397,-1,931.7775,679.2847,260.5054,27.79,-216.85,8.84,16809,1.45799997E14,1.48500004E14,0.8609,979.7,933.7,6.069,0.0301,0.2284,0.026,0.4581,0.6094,0.5243,0.9817,0.1497,0.1179,954,695,266,344155385
8504590027,85,4590027,-1,967.1334,693.8376,265.3437,-131.6,308.91,-128.67,19983,1.73300001E14,1.77699994E14,0.9141,997.6,973.9,5.541,0.0337,0.1507,0.0737,0.4984,0.839,0.6122,0.364,-0.7803,0.5086,990,710,271,345658877
8504591651,85,4591651,-1,835.584,660.3894,270.9142,471.02,-538.23,223.57,19889,1.72499996E14,1.80299992E14,0.9176,1051.0,973.5,5.683,0.0578,0.2742,0.0492,0.4915,0.6288,0.4935,0.5579,-0.6356,0.5337,855,676,277,343720312
8504591841,85,4591841,-1,844.9166,650.5309,273.4376,-11.1,-355.19,485.33,16679,1.44600006E14,1.52E14,0.8637,976.7,895.0,4.725,0.054,0.2889,0.0147,0.4807,0.806,0.4791,0.9002,-0.2033,-0.3852,865,666,280,343911737
8504592813,85,4592813,-1,867.4778,641.6572,269.6474,-216.47,-133.84,-40.98,18918,1.64099997E14,1.74899994E14,0.9058,1008.0,906.2,3.719,0.0232,0.3132,0.0215,0.5077,0.7207,0.5906,0.8089,0.4246,-0.4068,888,657,276,343924547
8504593279,85,4593279,-1,882.8599,710.5568,274.2977,437.61,185.75,-5.67,10988,9.5289998E13,9.6660001E13,0.7485,893.5,832.9,7.142,0.0552,0.2708,0.019,0.3813,0.8101,0.6565,-0.0039,0.7639,-0.6453,904,727,280,344220873
8504595374,85,4595374,-1,860.7372,712.4175,271.2142,633.72,192.56,-126.74,13907,1.20599997E14,1.33499999E14,0.8259,904.5,801.7,3.076,0.1511,0.4236,0.0954,0.4882,0.7274,0.5426,0.5352,0.8332,0.1391,881,729,277,343645939
8504595843,85,4595843,-1,861.6649,620.6827,278.8696,-264.71,468.32,82.19,12269,1.06399997E14,1.12700001E14,0.7833,884.1,850.1,6.682,0.0282,0.2371,0.0208,0.4151,0.7812,0.726,0.7426,-0.5251,0.4157,882,635,285,341005776
8504596523,85,4596523,-1,818.9075,719.4883,282.6868,301.1,-474.07,-190.49,16045,1.39099999E14,1.49400001E14,0.8608,978.7,866.9,4.202,0.0389,0.3834,0.0427,0.4867,0.683,0.4989,0.9138,0.376,-0.1537,838,736,289,343493965
8504597558,85,4597558,-1,979.3411,781.0117,286.2603,125.15,285.64,242.73,11914,1.03300003E14,1.04400001E14,0.768,863.0,817.4,5.407,0.0206,0.2364,0.0353,0.4208,0.625,0.61,-0.1543,0.7887,0.5951,1002,799,293,368860452
8504598904,85,4598904,-1,826.2714,696.8695,285.6225,-82.22,-274.59,-162.54,14505,1.25800003E14,1.33499999E14,0.8303,883.5,814.4,2.935,0.0328,0.3299,0.0546,0.4927,0.5699,0.3845,-0.0081,0.8539,-0.5203,846,713,292,343531819
8504599626,85,4599626,-1,847.3986,640.7417,279.7074,-1082.65,672.17,-441.71,14417,1.24999998E14,1.51399996E14,0.8653,912.7,827.5,4.557,0.0376,0.291,0.0314,0.4702,0.9417,0.7175,0.7299,0.3026,0.6129,867,656,286,343912417
8504159966,85,4159966,-1,69.3928,758.0677,261.8825,186.47,-4.86,-117.91,17473,1.51500005E14,1.563E14,0.8731,976.8,915.0,4.882,0.0312,0.2469,0.0414,0.4743,0.668,0.5683,0.4919,-0.3888,0.779,71,776,268,168648873
8504159975,85,4159975,-1,40.6051,776.2126,257.4515,-36.04,380.99,31.76,14764,1.27999999E14,1.44600006E14,0.8627,912.2,805.1,2.864,0.0287,0.3643,0.0312,0.5053,0.5677,0.5107,0.8408,-0.1903,-0.5068,41,794,263,167883974
8504160252,85,4160252,-1,87.2669,671.1312,256.4677,138.24,-223.47,20.47,18724,1.62399995E14,1.68300005E14,0.8989,960.0,916.8,4.217,0.0192,0.2031,0.0291,0.5033,0.6057,0.4431,0.7967,0.5764,-0.1817,89,687,262,192722224
8504164237,85,4164237,-1,108.1092,626.3411,266.0562,-347.29,510.85,-85.58,12964,1.12399999E14,1.14500003E14,0.7878,918.0,854.2,5.941,0.0419,0.2665,0.026,0.409,0.7742,0.6273,0.9934,0.0421,0.1062,110,641,272,192920139
8504165742,85,4165742,-1,72.7395,663.9575,264.6586,684.7,-219.82,-325.32,15639,1.35600003E14,1.42700003E14,0.8528,924.9,890.7,5.489,0.0145,0.1883,0.0228,0.4653,0.6722,0.5776,-0.6286,0.2189,0.7462,74,679,271,192718910
8504166497,85,4166497,-1,185.9075,760.7211,279.9926,77.47,-105.41,317.12,19108,1.65700006E14,1.68199996E14,0.8972,1019.0,950.5,5.133,0.0236,0.2534,0.0707,0.4805,0.761,0.5578,0.4341,0.8961,0.0924,190,778,286,174648844
8504166891,85,4166891,-1,179.9861,600.7885,266.7997,411.68,526.69,-107.66,15123,1.31200002E14,1.44499997E14,0.8523,925.2,830.2,3.472,0.0773,0.4014,0.0602,0.4968,0.7089,0.3611,0.1999,0.723,0.6612,184,615,273,195906250
8504167969,85,4167969,-1,100.7505,688.6553,263.9979,126.44,484.35,-562.51,16924,1.46800002E14,1.55200002E14,0.8687,954.8,855.3,2.589,0.1373,0.3946,0.0647,0.526,0.5993,0.5885,0.6198,0.56,-0.5498,103,705,270,192663348
8504168234,85,4168234,-1,100.7713,740.2988,266.6467,101.61,-196.79,-192.23,14669,1.27200003E14,1.34999999E14,0.8319,886.6,819.1,2.991,0.0268,0.257,0.026,0.479,0.588,0.4721,-0.4292,0.8896,0.1559,103,758,273,192618804
8504168281,85,4168281,-1,84.7992,633.0389,270.8347,372.03,46.31,-351.79,21594,1.87300001E14,1.942E14,0.9384,1002.0,933.6,2.871,0.1281,0.3016,0.0632,0.563,0.4348,0.3241,0.0107,-0.5037,0.8638,86,648,277,192875323
8504169168,85,4169168,-1,177.3125,798.2651,282.7253,-309.63,-296.23,476.05,19012,1.64900001E14,1.78600007E14,0.9159,1002.0,896.5,3.4,0.0897,0.3705,0.0763,0.5325,0.6283,0.5043,0.6833,0.4452,-0.5787,181,817,289,174696819
8504171231,85,4171231,-1,182.0023,601.2257,268.0413,-297.17,225.6,-639.89,17112,1.48399995E14,1.56799995E14,0.8772,952.6,918.0,5.464,0.0758,0.2239,0.0344,0.4658,0.7555,0.7085,0.8351,0.3054,0.4576,186,615,274,195906285
8504171299,85,4171299,-1,184.1487,641.446,278.0172,120.12,-47.36,-240.8,15038,1.30399997E14,1.38899997E14,0.8405,925.3,874.8,5.284,0.0251,0.2637,0.0338,0.4554,0.7322,0.5055,0.7134,-0.2892,0.6383,188,656,284,192994726
8504171575,85,4171575,-1,80.124,688.4683,270.7917,365.67,43.17,-407.92,15969,1.38500003E14,1.41099994E14,0.8452,970.4,917.0,6.008,0.0191,0.2172,0.0176,0.4446,0.8209,0.5634,0.7601,-0.0404,-0.6485,82,704,277,192554093
8504172476,85,4172476,-1,24.5016,798.5667,278.125,326.22,-239.02,-196.47,12085,1.04800004E14,1.07999998E14,0.773,885.0,825.2,5.61,0.0348,0.2643,0.0444,0.4048,0.6308,0.6037,-0.563,0.0072,0.8264,25,817,284,167825602
8504173200,85,4173200,-1,18.4177,705.2449,279.4289,72.57,144.63,-138.46,18393,1.59500003E14,1.65199995E14,0.8889,1027.0,936.7,5.125,0.0293,0.2891,0.0094,0.4803,0.6124,0.4491,-0.3161,0.8915,0.3245,18,722,286,191126124
8504175915,85,4175915,-1,192.5752,768.9732,290.4803,-420.15,-404.29,91.23,13228,1.14700004E14,1.24000001E14,0.808,875.7,804.1,3.805,0.017,0.2721,0.0409,0.4605,0.5635,0.4113,0.3668,0.1783,0.9131,197,787,297,174519275
8504176174,85,4176174,-1,59.982,778.0439,282.235,-2.83,104.69,-380.53,13241,1.14799996E14,1.17899998E14,0.7959,916.0,876.4,6.696,0.0257,0.2283,0.0121,0.4102,0.8017,0.5971,0.0803,-0.2118,0.974,61,796,289,167903268
8504176629,85,4176629,-1,105.5713,633.1345,281.0704,70.96,127.58,-330.26,17081,1.48100002E14,1.51500005E14,0.8633,983.9,904.9,4.685,0.0282,0.2689,0.0552,0.4692,0.98,0.7009,0.194,0.3509,0.9161,108,648,287,192921151
8504177588,85,4177588,-1,57.4833,637.4569,284.3697,393.18,-163.04,-35.5,13919,1.20699998E14,1.36199998E14,0.8319,924.8,826.1,4.418,0.102,0.3216,0.0646,0.4616,0.6813,0.4868,0.0479,-0.4665,0.8832,58,652,291,190914005
8504177857,85,4177857,-1,189.4063,691.7325,302.7523,825.01,106.22,734.23,16495,1.42999997E14,1.675E14,0.8991,951.9,838.5,3.169,0.1096,0.4277,0.018,0.5255,0.793,0.4739,0.3252,0.3839,0.8642,193,708,310,194614331
8504178748,85,4178748,-1,4.0698,792.2381,296.619,-476.99,356.85,-33.22,15339,1.33000004E14,1.41600005E14,0.8467,969.9,909.1,6.468,0.0452,0.2702,0.0255,0.4401,0.7148,0.5549,0.5738,-0.3967,0.7165,4,811,303,167987254
8504178890,85,4178890,-1,65.3908,793.5414,291.3168,15.86,72.03,-133.62,14201,1.23199996E14,1.24999998E14,0.8118,916.3,849.7,4.633,0.0281,0.2894,0.0356,0.4449,0.74,0.5728,0.2415,0.6709,0.7011,66,812,298,168693090
8504181974,85,4181974,-1,169.2313,776.0662,299.8942,308.55,174.98,102.92,14777,1.28200001E14,1.29900002E14,0.8211,935.4,877.6,5.293,0.0253,0.2343,0.0334,0.446,0.7884,0.5782,-0.7355,0.5647,0.3744,173,794,307,174671316
8504183238,85,4183238,8504180044,112.6363,637.0174,293.2152,-191.53,40.79,-1025.27,4081,3.5390002E13,5.3210002E13,0.2526,882.7,806.8,4.187,0.0207,0.3988,0.0263,0.1419,0.851,0.7796,-0.138,0.3178,0.9381,115,652,300,192829849
8504185587,85,4185587,-1,114.2442,638.3876,297.8532,-327.61,-178.48,-522.92,14607,1.267E14,1.44800007E14,0.8549,950.6,866.9,5.79,0.0601,0.3345,0.0373,0.4743,0.9169,0.5703,0.8178,-0.1924,0.5424,116,653,305,192833060
8504185959,85,4185959,-1,186.4409,646.8954,309.6114,513.77,311.08,1265.76,10273,8.9090003E13,1.42700003E14,0.8513,1177.0,849.1,12.32,0.0223,1.273,0.079,0.4102,0.7415,0.7163,0.0918,-0.099,0.9908,190,662,317,193027411
8504190056,85,4190056,-1,74.8845,690.4362,312.5951,91.21,213.9,90.3,16880,1.464E14,1.48700005E14,0.8587,990.5,917.4,5.3,0.0423,0.2807,0.0283,0.4695,0.7078,0.6125,-0.4536,0.6168,0.6433,76,707,320,192307839
8504190308,85,4190308,-1,81.7482,736.2696,313.6496,315.5,216.6,9.73,14362,1.24599996E14,1.27599997E14,0.8179,931.7,881.0,5.883,0.0429,0.2198,0.041,0.4296,0.7327,0.5741,0.8412,-0.0309,0.5398,83,753,321,192342415
8504192096,85,4192096,-1,199.2553,683.4992,328.1082,682.62,-17.32,674.13,11376,9.8649997E13,1.084E14,0.7723,895.3,815.1,6.256,0.0373,0.3476,0.0549,0.402,0.6588,0.5954,0.5357,0.4545,-0.7117,204,699,335,194091574
8504192358,85,4192358,-1,136.5594,616.3858,319.7168,211.4,341.52,-110.99,10653,9.2379999E13,9.4060002E13,0.7416,896.3,835.1,7.67,0.037,0.3034,0.013,0.38,0.7725,0.6032,0.861,-0.5046,0.0638,139,631,327,196122409
8504309243,85,4309243,-1,265.3958,766.0411,328.1117,-36.29,207.45,-282.56,14094,1.22199998E14,1.29900002E14,0.821,1006.0,907.9,7.45,0.0394,0.3874,0.0663,0.424,0.9489,0.7113,0.0208,0.7024,-0.7115,271,784,335,226850230
8504312937,85,4312937,-1,386.1855,636.1853,346.42,43.82,-308.24,-369.91,15403,1.33599999E14,1.36099997E14,0.8351,930.0,873.4,4.672,0.0469,0.2441,0.0635,0.4648,0.8316,0.7983,-0.7086,0.6282,0.3214,395,651,354,210559390
8504313111,85,4313111,-1,382.8853,606.83,345.0176,-280.95,-47.23,34.06,12783,1.10899998E14,1.13100003E14,0.786,887.3,854.6,6.173,0.0367,0.2021,0.0179,0.415,0.6771,0.5668,0.1595,0.2573,0.9531,392,621,353,213074002
8504314003,85,4314003,-1,206.2444,680.5123,342.7258,-509.8,-119.61,-600.64,15423,1.338E14,1.352E14,0.8344,991.5,934.2,7.123,0.0172,0.2421,0.0251,0.4253,0.7433,0.6291,0.6473,0.2364,0.7247,211,696,350,194106865
8504314592,85,4314592,-1,323.2338,634.1409,349.1239,-712.57,-389.14,-29.14,16123,1.39800003E14,1.42999997E14,0.8474,940.1,861.6,3.563,0.0523,0.2747,0.0329,0.48,0.7011,0.4735,-0.2258,-0.239,0.9444,330,649,357,208724346
8504317636,85,4317636,-1,235.6799,672.7706,361.7887,-595.22,-598.32,247.63,18167,1.576E14,1.65199995E14,0.8936,1032.0,935.2,5.387,0.022,0.3182,0.0251,0.479,0.7805,0.5735,0.4379,0.5557,-0.7067,241,688,370,194246061
8504317904,85,4317904,-1,228.166,736.5814,355.2578,-280.18,-362.15,-340.49,12688,1.10000001E14,1.17100002E14,0.7948,897.4,838.8,5.829,0.0208,0.2716,0.0083,0.4252,0.7884,0.6376,0.3148,0.5713,-0.7579,233,754,363,194304160
8504317978,85,4317978,-1,307.6741,640.5092,361.9009,-372.23,153.74,763.95,15847,1.37399997E14,1.46300008E14,0.8538,930.5,864.3,4.169,0.0414,0.2359,0.0503,0.4804,0.6906,0.5956,-0.7473,0.2499,0.6157,315,655,370,208627818
8504322614,85,4322614,-1,293.8128,639.3911,363.9568,83.43,87.39,173.46,15791,1.36900002E14,1.45700004E14,0.8547,976.8,884.3,5.092,0.067,0.3235,0.0444,0.4617,0.5377,0.4487,0.7345,0.6522,0.1874,300,654,372,208623976
8504323778,85,4323778,-1,308.0434,642.1135,365.3781,-390.55,456.68,-34.01,16201,1.40499998E14,1.42399993E14,0.8489,922.8,909.5,5.522,0.0075,0.1349,0.0272,0.4563,0.7079,0.5728,0.5213,0.2798,0.8062,315,657,374,208630770
8504324235,85,4324235,-1,296.0743,656.3598,372.1014,-453.58,-311.5,-23.08,16054,1.39199999E14,1.50700001E14,0.8646,943.9,877.4,4.718,0.0796,0.289,0.0689,0.4715,0.6432,0.6359,0.7276,-0.6776,0.1065,303,672,381,208638014
8504325665,85,4325665,-1,309.1449,643.2942,369.1641,-298.87,199.11,-74.41,13152,1.14100001E14,1.338E14,0.8117,931.1,818.1,4.649,0.0701,0.4102,0.053,0.4453,0.7118,0.6276,-0.2049,0.8199,0.5345,316,658,378,208630228
8504325684,85,4325684,-1,309.22,642.3682,370.5638,-784.34,-539.08,-734.39,15290,1.32600002E14,1.58899999E14,0.8806,935.7,827.4,3.773,0.1163,0.3591,0.0565,0.5172,0.6192,0.517,0.8346,-0.3832,0.3958,316,657,379,208630250
8504327995,85,4327995,-1,205.1267,653.1392,375.489,367.38,-556.17,-367.49,14926,1.29399999E14,1.33399998E14,0.8294,946.2,881.3,5.446,0.063,0.2406,0.0901,0.4347,0.8244,0.5416,-0.4384,0.873,-0.2137,210,668,384,200043098
8504328165,85,4328165,-1,325.4496,765.6757,371.0932,-239.67,-372.08,38.02,13915,1.20699998E14,1.21799996E14,0.8056,929.3,899.2,6.959,0.0124,0.1923,0.0143,0.4209,0.8471,0.6751,0.3514,0.0023,0.9362,333,784,379,227051994
8504329217,85,4329217,-1,225.1145,689.2491,380.3282,-45.09,-237.66,-60.6,15022,1.30299996E14,1.34100002E14,0.8298,922.2,873.1,5.0,0.0431,0.2456,0.0387,0.4473,0.8273,0.6155,0.5413,-0.6988,0.4676,230,705,389,200311212
8504330189,85,4330189,-1,217.6235,648.7821,379.2928,-303.41,-677.11,-255.76,13284,1.15199999E14,1.22600001E14,0.8039,881.8,830.8,4.852,0.0318,0.2254,0.0234,0.4414,0.9765,0.6566,-0.437,0.1191,0.8915,222,664,388,200043818
8504331828,85,4331828,-1,283.1113,747.3229,377.3351,-290.48,-11.69,-68.21,11735,1.01800003E14,1.041E14,0.7673,890.1,807.5,5.225,0.0391,0.3203,0.0208,0.4149,0.7049,0.5504,-0.3667,0.7004,0.6124,289,765,386,202145756
8504333208,85,4333208,-1,215.6673,646.8456,376.051,539.4,404.78,-743.81,18384,1.59399994E14,1.76199993E14,0.911,1030.0,926.8,5.194,0.0256,0.325,0.023,0.4892,0.8711,0.7114,0.4203,-0.2935,0.8586,220,662,385,200044063
8504334433,85,4334433,-1,369.8339,646.8696,379.4708,-156.34,-84.68,-46.99,17123,1.48500004E14,1.52899997E14,0.8671,951.9,895.9,4.354,0.0476,0.2547,0.0369,0.4766,0.8226,0.5799,-0.0647,-0.059,0.9962,378,662,388,202697504
8504335100,85,4335100,-1,349.8289,759.9731,382.2008,-969.82,250.57,1.85,18167,1.576E14,1.64000004E14,0.8905,1091.0,996.7,7.726,0.0828,0.3398,0.027,0.4547,0.7571,0.5621,0.9195,-0.3857,0.0755,358,778,391,225750703
8504336586,85,4336586,-1,255.0463,617.0745,390.7573,-758.09,462.0,-374.9,26368,2.28699996E14,2.51800007E14,1.0245,1141.0,990.3,3.031,0.0403,0.4595,0.0093,0.5987,0.5241,0.4798,0.0321,-0.4633,0.8856,261,631,400,205491374
8504337174,85,4337174,-1,358.9457,611.4162,395.3271,-482.33,-138.96,279.77,14907,1.29299999E14,1.33599999E14,0.8294,932.3,879.5,5.395,0.0085,0.2359,0.0144,0.4425,0.7857,0.5428,0.434,-0.4338,0.7896,367,626,404,204679079
8504337480,85,4337480,-1,319.5749,694.3296,397.5659,-217.85,184.63,253.6,15143,1.31300002E14,1.47699999E14,0.8562,1008.0,904.6,6.737,0.0341,0.4053,0.0211,0.4591,0.5746,0.5107,0.4754,0.8593,0.1889,327,710,407,201987278
8504337540,85,4337540,-1,224.5211,728.9944,391.4625,36.91,-570.78,70.68,12010,1.042E14,1.07400003E14,0.7714,873.5,817.9,5.364,0.0341,0.2562,0.0095,0.4184,0.7526,0.6241,0.7327,0.1669,0.6598,229,746,400,200489931
8504338916,85,4338916,-1,328.6826,607.4944,394.9307,381.93,1012.67,446.08,13729,1.19099997E14,1.37699999E14,0.8391,902.3,854.3,6.052,0.0241,0.2158,0.0198,0.4356,0.8351,0.6964,0.2531,0.2576,0.9325,336,622,404,204654216
8504339526,85,4339526,-1,220.0177,630.1218,396.8983,241.12,431.08,-143.4,16867,1.46300008E14,1.62199994E14,0.8825,984.9,905.6,5.343,0.0733,0.3064,0.0426,0.477,0.7282,0.5584,0.2398,0.8733,0.4241,225,645,406,200080396
8504340821,85,4340821,-1,331.7769,755.2579,391.4484,-166.71,-163.42,-210.45,12057,1.04600003E14,1.06399997E14,0.7726,903.3,869.5,7.625,0.0101,0.215,0.0286,0.3979,0.74,0.5644,0.5308,0.2964,-0.7939,339,773,400,225912286
8504341711,85,4341711,-1,259.864,614.4713,394.8597,-427.82,522.65,-652.69,12720,1.10300003E14,1.14500003E14,0.7877,890.9,874.8,7.196,0.0076,0.1727,0.0074,0.4038,0.8008,0.6926,0.7983,-0.2466,0.5494,266,629,404,205490973
8504343576,85,4343576,-1,509.0494,697.7519,201.2474,128.57,182.58,182.85,13519,1.17200002E14,1.23699999E14,0.8091,922.7,853.0,5.61,0.034,0.2696,0.0271,0.4331,0.6141,0.5505,0.8173,0.0369,-0.575,521,714,206,278488787
8504347199,85,4347199,-1,512.236,784.9377,206.0648,532.78,115.32,164.11,21383,1.85399998E14,1.95299998E14,0.9425,1047.0,987.9,5.387,0.0144,0.2355,0.0179,0.5118,0.6917,0.6042,0.4992,0.7341,0.4603,524,803,211,301775462
8504509541,85,4509541,-1,649.6781,681.9028,330.4576,-152.59,-180.6,474.82,11645,1.00999998E14,1.06599998E14,0.7674,888.3,828.4,6.307,0.0224,0.2905,0.029,0.4047,0.7626,0.6233,0.8931,-0.3956,0.2141,665,698,338,328064035
8504509552,85,4509552,-1,706.8056,691.4739,321.7395,-31.63,62.75,300.33,11132,9.6540002E13,9.8189999E13,0.7524,874.2,819.7,6.385,0.0073,0.2737,0.024,0.401,0.6972,0.5634,-0.2269,-0.3585,0.9055,723,708,329,328621016
8504509943,85,4509943,-1,656.762,734.9791,319.0061,-205.58,45.65,-59.44,12996,1.12700001E14,1.20599997E14,0.8017,885.9,803.9,3.99,0.0265,0.33,0.032,0.4475,0.8275,0.6163,-0.5445,-0.1571,0.8239,672,752,326,327749704
8504510562,85,4510562,-1,692.3871,613.3968,320.9931,337.35,349.25,-4.7,17351,1.50499999E14,1.56599994E14,0.8749,1009.0,913.3,4.977,0.1119,0.359,0.0412,0.4714,0.7224,0.5858,0.0249,-0.5499,0.8349,709,628,328,331259521
8504511548,85,4511548,-1,604.3126,715.3062,326.8248,-627.02,-111.86,-127.13,15720,1.36299999E14,1.41000001E14,0.8436,917.1,871.8,4.416,0.044,0.2142,0.0261,0.4714,0.8497,0.451,0.9637,0.2531,-0.0847,618,732,334,326612628
8504511675,85,4511675,-1,681.0359,669.6299,328.7879,24.63,-97.64,-12.68,13190,1.14400002E14,1.17400003E14,0.7944,957.0,872.5,6.564,0.026,0.3324,0.0469,0.4072,0.7399,0.7079,-0.7329,0.5119,0.4482,697,685,336,328091716
8504511809,85,4511809,-1,756.4391,641.1349,317.5151,187.4,773.37,-191.09,16989,1.47299997E14,1.52299993E14,0.8685,1096.0,984.9,8.096,0.0363,0.3973,0.032,0.4347,0.7019,0.6564,0.6896,-0.7147,0.1169,774,656,325,342716685
8504514949,85,4514949,-1,743.2913,640.4031,323.2022,424.19,428.02,-354.78,12319,1.06799999E14,1.08099998E14,0.7747,887.4,844.0,6.128,0.0127,0.2223,0.0244,0.4068,0.7256,0.6987,0.9848,-0.1543,-0.0798,761,655,330,328374130
8504624408,85,4624408,-1,810.8835,683.9018,317.1718,771.59,-57.04,-922.77,18748,1.62599996E14,1.83600004E14,0.9234,1043.0,951.6,6.049,0.0303,0.3135,0.0131,0.4832,0.6992,0.5376,0.7959,-0.0486,-0.6035,830,700,324,342781308
8504626062,85,4626062,-1,889.1055,777.7463,323.719,-22.67,-190.6,70.22,23231,2.01500001E14,2.10900007E14,0.9672,1092.0,990.8,4.453,0.0703,0.2871,0.0618,0.5428,0.5638,0.4618,0.0969,0.3055,0.9472,910,796,331,368328579
8504626144,85,4626144,-1,873.9535,782.8717,333.1274,291.26,-119.59,239.06,21568,1.87000007E14,1.94400001E14,0.9413,1029.0,933.7,2.99,0.0739,0.2801,0.0466,0.5449,0.736,0.4758,0.7863,-0.4883,0.3784,894,801,341,361384876
8504629206,85,4629206,-1,834.3769,788.5123,328.5898,348.02,-163.3,-103.27,16020,1.38899997E14,1.41000001E14,0.8443,962.2,924.8,6.244,0.0241,0.2313,0.0235,0.4473,0.7784,0.7569,0.8499,0.5214,-0.0761,854,807,336,361350449
8504630527,85,4630527,-1,860.4913,646.4462,334.2486,328.67,-7.61,-174.0,20397,1.76900006E14,1.93999999E14,0.9376,1000.0,904.5,2.637,0.1442,0.3734,0.0387,0.567,0.3562,0.3149,-0.5853,0.7597,0.2832,881,661,342,343078188
8504630968,85,4630968,-1,927.6131,725.6683,346.2,41.05,207.73,98.57,11965,1.03799998E14,1.07400003E14,0.7714,872.4,823.0,5.658,0.0105,0.2627,0.0199,0.4192,0.719,0.6124,-0.1815,0.81,-0.5576,949,743,354,344636690
8504631716,85,4631716,-1,926.8474,716.4993,344.3319,-6.75,197.74,163.09,12064,1.04600003E14,1.06799999E14,0.7738,881.5,885.7,8.39,0.0246,0.1679,0.0375,0.4074,0.8426,0.6276,-0.3808,0.9244,0.0212,949,733,352,344589970
8504632342,85,4632342,-1,960.4424,784.0919,346.1239,232.7,244.22,335.53,17490,1.51700007E14,1.58600006E14,0.878,946.8,884.0,3.673,0.0351,0.313,0.0289,0.5102,0.3482,0.3477,0.1265,0.3862,0.9137,983,802,354,368653433
8504632906,85,4632906,-1,906.353,787.4531,348.273,332.96,-184.2,251.87,14312,1.24100001E14,1.32500001E14,0.8272,930.5,851.0,4.891,0.0497,0.2655,0.042,0.4516,0.5629,0.4208,0.89,0.2217,0.3984,928,806,356,368495932
8504635668,85,4635668,-1,872.7393,779.2543,345.356,616.99,-367.95,-198.14,14008,1.21500003E14,1.281E14,0.8191,938.9,912.2,7.71,0.02,0.2,0.0353,0.4194,0.6449,0.6386,-0.6282,-0.0575,0.776,893,797,353,361431075
